150	15	120	14	145	8
147	13	123	16	140	11
144	14	130	14	140	11
144	16	131	16	131	10
153	13	116	16	139	11
140	15	122	15	139	10
151	14	127	15	136	12
143	14	132	16	129	11
144	14	125	14	140	10
142	15	119	13	137	9
141	13	122	13	141	11
150	15	120	15	138	9
148	13	119	14	143	9
154	15	123	15	142	11
147	14	125	15	144	10
137	14	125	14	138	10
134	15	129	14	140	10
157	14	130	13	130	9
149	13	129	13	137	11
147	13	122	12	137	10
148	14	129	15	136	9
		124	15	140	10
		120	13		
		119	16		
		119	14		
		133	13		
		121	15		
		128	14		
		129	14		
		124	13		
		129	14		
