452	8.3	1906	1250	6.8	1954
20000	8.6	1906	2000	7.7	1956
83000	7.5	1908	2500	7.4	1957
29980	7.5	1915	2000	7.1	1957
100000	8.6	1920	12000	5.8	1960
99330	8.3	1923	5000	8.3	1960
200000	8.3	1927	12230	7.1	1962
70000	7.6	1932	1100	6.0	1963
2990	8.9	1933	114	8.5	1964
115	6.3	1933	2520	6.9	1966
10700	8.4	1934	12000	7.4	1968
30000	7.5	1935	1086	7.4	1970
28000	8.3	1939	66794	7.7	1970
30000	7.9	1939	65	6.5	1971
1300	6.0	1946	5057	6.9	1972
2000	8.4	1946	5000	6.2	1972
5131	7.3	1948	5200	6.3	1974
6000	6.8	1949	2312	6.8	1975
1530	8.7	1950	22778	7.5	1976
1200	7.2	1953	946	6.5	1976
