2.4	0.0	16.8	-91.1	30.2	36.2
2.6	-1.3	16.8	-77.7	31.0	75.0
3.2	-2.7	17.6	-37.5	31.2	8.1
3.6	0.0	17.6	-85.6	32.0	54.9
4.0	-2.7	17.6	-123.1	32.0	48.2
6.2	-2.7	17.6	-101.9	32.8	46.9
6.6	-2.7	17.8	-99.1	33.4	16.0
6.8	-1.3	17.8	-104.4	33.8	45.6
7.8	-2.7	18.6	-112.5	34.4	1.3
8.2	-2.7	18.6	-50.8	34.8	75.0
8.8	-1.3	19.2	-123.1	35.2	-16.0
8.8	-2.7	19.4	-85.6	35.2	-54.9
9.6	-2.7	19.4	-72.3	35.4	69.6
10.0	-2.7	19.6	-127.2	35.6	34.8
10.2	-5.4	20.2	-123.1	35.6	32.1
10.6	-2.7	20.4	-117.9	36.2	-37.5
11.0	-5.4	21.2	-134.0	36.2	22.8
11.4	0.0	21.4	-101.9	38.0	46.9
13.2	-2.7	21.8	-108.4	38.0	10.7
13.6	-2.7	22.0	-123.1	39.2	5.4
13.8	0.0	23.2	-123.1	39.4	-1.3
14.6	-13.3	23.4	-128.5	40.0	-21.5
14.6	-5.4	24.0	-112.5	40.4	-13.3
14.6	-5.4	24.2	-95.1	41.6	30.8
14.6	-9.3	24.2	-81.8	41.6	-10.7
14.6	-16.0	24.6	-53.5	42.4	29.4
14.6	-22.8	25.0	-64.4	42.8	0.0
14.8	-2.7	25.0	-57.6	42.8	-10.7
15.4	-22.8	25.4	-72.3	43.0	14.7
15.4	-32.1	25.4	-44.3	44.0	-1.3
15.4	-53.5	25.6	-26.8	44.4	0.0
15.4	-54.9	26.0	-5.4	45.0	10.7
15.6	-40.2	26.2	-107.1	46.6	10.7
15.6	-21.5	26.2	-21.5	47.8	-26.8
15.8	-21.5	26.4	-65.6	47.8	-14.7
15.8	-50.8	27.0	-16.0	48.8	-13.3
16.0	-42.9	27.2	-45.6	50.6	0.0
16.0	-26.8	27.2	-24.2	52.0	10.7
16.2	-21.5	27.2	9.5	53.2	-14.7
16.2	-50.8	27.6	4.0	55.0	-2.7
16.2	-61.7	28.2	12.0	55.0	10.7
16.4	-5.4	28.4	-21.5	55.4	-2.7
16.4	-80.4	28.4	37.5	57.6	10.7
16.6	-59.0	28.6	46.9		
16.8	-71.0	29.4	-17.4		
