1	1	0	111	4	1	0	74
1	1	1	130	4	1	1	89
1	1	2	157	4	1	2	81
1	1	4	174	4	1	4	122
1	2	0	117	4	2	0	64
1	2	1	114	4	2	1	103
1	2	2	161	4	2	2	132
1	2	4	141	4	2	4	133
1	3	0	105	4	3	0	70
1	3	1	140	4	3	1	89
1	3	2	118	4	3	2	104
1	3	4	156	4	3	4	117
2	1	0	61	5	1	0	62
2	1	1	91	5	1	1	90
2	1	2	97	5	1	2	100
2	1	4	100	5	1	4	116
2	2	0	70	5	2	0	80
2	2	1	108	5	2	1	82
2	2	2	126	5	2	2	94
2	2	4	149	5	2	4	126
2	3	0	96	5	3	0	63
2	3	1	124	5	3	1	70
2	3	2	121	5	3	2	109
2	3	4	144	5	3	4	99
3	1	0	68	6	1	0	53
3	1	1	64	6	1	1	74
3	1	2	112	6	1	2	118
3	1	4	86	6	1	4	113
3	2	0	60	6	2	0	89
3	2	1	102	6	2	1	82
3	2	2	89	6	2	2	86
3	2	4	96	6	2	4	104
3	3	0	89	6	3	0	97
3	3	1	129	6	3	1	99
3	3	2	132	6	3	2	119
3	3	4	124	6	3	4	121
