2	14.8	28	102	803	2347	164
2.2	21.5	24	92	755	2208	228
2	21.8	22	103	949	2697	181
3.6	29.7	193	331	1071	2189	906
3.5	21.4	119	192	1294	2568	705
4.6	23.8	192	205	1198	2758	447
10.7	30.5	514	431	1221	2924	637
5.2	33.2	269	265	1071	2822	776
5.5	25.1	152	176	735	1654	354
5.5	38.6	142	235	988	2574	376
6	25.9	90	186	887	2333	328
8.9	32.4	325	434	1180	2938	628
11.3	67.4	301	424	1509	3378	800
3.1	20.1	73	162	783	2802	254
2.5	31.8	102	148	1004	2785	288
1.8	12.5	42	179	956	2801	158
9.2	29.2	170	370	1136	2500	439
1	11.6	7	32	385	2049	120
4	17.7	16	87	554	1939	99
3.1	24.6	51	184	748	2677	168
4.4	32.9	80	252	1188	3008	258
4.9	56.9	124	241	1042	3090	272
9	43.6	304	476	1296	2978	545 
31	52.4	754	668	1728	4131	975
7.1	26.5	106	167	813	2522	219
5.9	18.9	41	99	625	1358	169
8.1	26.4	88	354	1225	2423	208
8.6	41.3	99	525	1340	2846	277
11.2	43.9	214	319	1453	2984	430
11.7	52.7	367	605	2221	4373	598
6.7	23.1	83	222	824	1740	193
10.4	47	208	274	1325	2126	544
10.1	28.4	112	408	1159	2304	267
11.2	25.8	65	172	1076	1845	150
8.1	28.9	80	278	1030	2305	195
12.8	40.1	224	482	1461	3417	442
8.1	36.4	107	285	1787	3142	649
13.5	51.6	240	354	2049	3987	714
2.9	17.3	20	118	783	3314	215
3.2	20	21	178	1003	2800	181
5.3	21.9	22	243	817	3078	169
7	42.3	145	329	1792	4231	486
11.5	46.9	130	538	1845	3712	343
9.3	43	169	437	1908	4337	419
3.2	25.3	59	180	915	4074	223
12.6	64.9	287	354	1604	3489	478
5	53.4	135	244	1861	4267	315
6.6	51.1	206	286	1967	4163	402
11.3	44.9	343	521	1696	3384	762
8.6	72.7	88	401	1162	3910	604
4.8	31	106	103	1339	3759	328
