1	2	1	1	1160	277
2	6	0	0	1140	266
3	6	0	1	1260	280
4	7	1	0	1160	264
5	13	1	1	1080	267
6	14	0	0	1120	262
7	16	0	1	1140	277
8	16	1	1	1200	283
9	17	0	1	1100	264
10	17	1	1	1420	270
11	20	0	1	1120	272
12	21	1	1	1110	271
13	22	1	0	1070	268
14	26	1	0	940	252
15	26	1	0	1240	271
16	27	1	0	1120	265
17	28	0	1	1340	275
18	29	1	0	1010	272
19	32	1	0	1040	270
20	32	0	1	1250	276
21	34	1	0	1200	276
22	34	1	0	1280	270
23	37	1	0	1250	272
24	40	1	0	1090	275
25	41	1	1	1050	275
26	44	1	0	1040	255
27	49	0	0	1130	268
28	54	0	1	1320	285
29	56	0	0	1180	259
30	56	0	0	1070	267
31	57	0	1	1260	269
32	57	0	0	1270	276
33	58	0	0	1080	260
34	63	0	1	1110	270
35	63	0	0	1150	271
36	63	0	0	1030	265
37	63	0	0	1160	275
38	63	0	0	1180	263
39	63	0	0	1050	271
40	63	0	1	1280	281
41	63	0	0	1050	275
42	63	0	0	1160	266
43	63	0	0	1150	263
44	63	0	1	1270	270
45	63	0	1	1370	275
46	63	0	1	1220	265
47	63	0	0	1220	268
48	63	0	0	1140	262
49	63	0	0	1140	270
50	63	0	0	1120	274
