42.78275	127.62282	1464	103.26625	20.34239	1591
-27.39691	90.78732	2553	-14.31073	31.26545	2540
-1.16289	84.89600	2158	-18.13447	30.18118	2352
-18.61823	76.45199	2455	-18.12151	29.53241	2528
96.46549	64.58058	1756	-9.88796	38.14483	2575
108.56243	82.92325	1702	-12.16336	39.11081	2468
88.36356	56.45348	1805	11.65754	18.73347	2646
90.04213	39.25820	1797	61.69122	32.49406	1739
93.17269	33.05852	1714	69.57896	33.80841	1674
97.61099	56.27887	1466	66.72205	33.93264	1868
90.62946	35.08169	1729	-36.65446	150.91456	1865
92.55262	41.75238	1638	-19.55102	137.78404	1777
99.48996	59.15785	1736	-21.29791	131.82542	1579
-24.06744	184.76636	1476	-22.36166	137.13680	1771
-26.06285	114.07479	2200	21.14719	139.26199	1408
56.27842	26.84826	1999	7.68461	126.83751	1527
73.03881	18.88140	1680	-8.33227	107.77691	2003
80.26679	12.61593	1806	56.70724	171.26443	1386
80.23009	14.61795	1682	59.00052	164.54863	1089
68.83845	107.77423	1306	68.96893	177.24820	1384
76.39921	95.99380	1722	70.90225	161.38136	1030
64.46148	110.39641	1437	73.00243	162.98960	1092
43.39657	53.61499	1828	59.66237	170.10544	1161
39.07769	61.99805	2118	61.87429	174.30178	1415
112.80450	45.54766	1725	63.70810	173.91453	1231
54.25899	147.81987	1606	5.62706	79.08730	2300
6.13202	48.32772	2648	18.24739	77.39191	2238
-3.80469	40.40450	2560	85.68824	139.81701	1038
-2.23054	29.91113	2544	105.07646	132.03181	1332
-2.36177	33.82002	2386	-101.64278	10.65106	3510
-2.18890	33.68207	2400	-145.23654	28.02333	3490
63.22428	79.49924	1757	-73.99313	87.97270	2594
-10.77860	175.11346	1402	-94.48182	86.62606	2650
-18.98889	171.91694	1364	-88.84983	76.70991	2533
-38.57884	158.52742	1735	-120.25898	80.76485	3571
83.14496	159.11558	1376	-86.02454	54.36334	2811
-21.80248	15.02551	2729	-72.79097	43.09215	2728
-23.56457	9.41441	2766	-100.17372	42.89881	3136
-20.11299	22.09269	2736	-78.83539	40.82141	2553
-16.62654	17.25621	2432	-83.69063	46.50482	2798
29.90748	175.12875	1024	-95.61661	35.82183	2691
100.91568	22.97808	1611	-87.55480	29.39267	2946
101.29544	22.96385	1548			
